Name,Title,Top,Jungle,Middle,Bottom,Support,Primary,,Damage,Toughness,Control,Mobility,Utility,HP,HP+,HP5,HP5+,MP,MP+,MP5,MP5+,AD,AD+,AS,AS+,AR,AR+,MR,MR+,MS,Range,Difficulty,Damage Type,Gender,Appearance
Vel'Koz,the Eye of the Void,0,0,1,0,1,Mage,Artillery,3,0,2,0,0,520,88,5.424,0.55,375.6,42,6,0.8,54.9379,3.1416,0.625,0.0136,21.88,3.5,30,0.5,340,525,2,Magic,Male,Wicked
Vi,the Piltover Enforcer,0,1,0,0,0,Fighter,Diver,2,2,3,2,1,582.8,85,9.012,0.9,295.6,45,8.092,0.65,64,3.5,0.625,0.025,35,3.5,32.1,1.25,340,125,1,Physical,Female,Handsome
Viktor,the Machine Herald,0,0,1,0,0,Mage,Battlemage,3,1,2,0,0,528.04,90,7.842,0.65,324,50,6,0.8,52.04,3,0.658,0.0211,22.72,4,30,0.5,335,525,3,Magic,Male,Handsome
Vladimir,the Crimson Reaper,1,0,1,0,0,Mage,Battlemage,3,2,1,1,1,537,96,7.008,0.6,2,0,0,0,55,3,0.658,0.02,23,3.3,30,0.5,330,450,2,Magic,Male,Handsome
Volibear,the Thunder's Roar,0,1,0,0,0,Fighter ,Juggernaut,2,3,2,2,0,584.48,86,8.092,0.65,270.4,30,8.092,0.65,68,3.3,0.658,0.0267,35,3.5,32.1,1.25,345,125,1,Physical,Male,Cute
Warwick,the Uncaged Wrath of Zaun,0,1,0,0,0,Fighter,Diver,2,2,2,1,1,550,85,3.75,0.75,280,35,7.466,0.575,66,3,0.638,0.023,33,3.2,32.1,1.25,335,125,1,Physical,Male,Fierce
Wukong,the Monkey King,1,1,0,0,0,Fighter,Diver,2,2,2,2,1,577.8,85,6.192,0.65,265.84,38,8.042,0.65,68,3.2,0.658,0.03,34,3.5,32.1,1.25,345,175,1,Physical,Male,Fierce
Xayah,the Rebel,0,0,0,1,0,Marksman,Marksman,3,2,3,1,0,545,80,6,0.75,340,40,8.25,0.75,64,2.2,0.625,0.033,33,3,30,0.5,325,525,2,Physical,Female,Sexy
Xerath,the Magus Ascendant,0,0,1,0,0,Mage,Artillery,3,0,2,0,0,526,92,5.424,0.55,366.96,44,6,0.8,54.7,3,0.625,0.0136,21.88,3.5,30,0.5,340,525,2,Magic,Male,Wicked
Xin Zhao,the Seneschal of Demacia,1,1,0,0,0,Fighter,Diver,2,2,2,2,1,570,92,8.176,0.7,273.8,35,7.256,0.45,66,3.3,0.645,0.035,35,3.5,32.1,1.25,345,175,1,Physical,Male,Handsome
Yasuo,the Unforgiven,1,0,1,0,0,Slayer,Skirmisher,3,1,2,3,2,523,87,6.512,0.9,100,0,0,0,60,3.2,0.67,0.025,30,3.4,30,0.5,345,175,3,Physical,Male,Handsome
Yorick,Shepherd of Souls,1,0,0,0,0,Fighter,Juggernaut,2,2,2,0,2,580,100,8,0.8,300,40,7.5,0.75,62,5,0.625,0.02,39,4,32,1.25,340,175,2,Physical,Male,Fierce
Zac,the Secret Weapon,0,1,0,0,0,Tank,Vanguard,2,3,3,2,0,615,95,8,0.5,0,0,0,0,60,3.4,0.638,0.016,33,3.5,32,1.25,340,175,1,Magic,Male,Cute
Zed,the Master of Shadows,0,0,1,0,0,Slayer,Assassin,3,0,1,3,0,584,85,7.092,0.65,200,0,50,0,63,3.4,0.651,0.021,32,3.5,32.1,1.25,345,125,3,Physical,Male,Handsome
Ziggs,the Hexplosives Expert,0,0,1,0,0,Mage,Artillery,3,0,2,2,0,536,92,6.258,0.6,384,47,6,0.8,54.208,3.1,0.656,0.02,21.544,3.3,30,0.5,325,550,2,Magic,Male,Cute
Zilean,the Chronokeeper,0,0,0,1,0,Specialist,Specialist,2,1,2,2,3,504,82,5.44,0.5,360.8,60,8.5,0.8,51.64,3,0.625,0.0213,24,3.8,30,0.5,335,550,2,Magic,Male,Wicked
Zoe,the Aspect of Twilight,0,0,1,0,1,Mage,Burst,3,1,2,2,1,526,92,6.5,0.6,340,50,6,0.65,56,3.3,0.625,0.025,20.8,3.5,30,0.5,340,525,3,Magic,Female,Cute
Zyra,Rise of the Thorns,0,0,1,0,1,Controller,Catcher,3,0,3,0,1,504,79,5.69,0.5,334,50,11.5,0.4,53.376,3.2,0.625,0.0211,29,3,30,0.5,340,575,2,Magic,Female,Sexy
